TrackName,Composer,TrackLength,TrackSizeBytes,TrackPrice,Genre,MediaType,AlbumTitle,ArtistName,InvoiceItemQuantity,InvoiceItemUnitPrice,InvoiceId,InvoiceDate,InvoiceBillingAddress,InvoiceBillingCity,InvoiceBillingState,InvoiceBillingCountry,InvoiceBillingPostalCode,CustomerFirstName,CustomerLastName,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPostalCode,CustomerPhone,CustomerFax,CustomerEmail
Portela,"Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno",319608,10712216,0.99,Latin,"MPEG audio file","Sambas De Enredo 2001","Various Artists",,,,,,,,,,,,,,,,,,,
Caprichosos,"Gule/Jorge 101/Lequinho/Luiz Piao",351320,11870956,0.99,Latin,"MPEG audio file","Sambas De Enredo 2001","Various Artists",1,0.99,334,"2013-01-07 00:00:00","4, Rue Milton",Paris,,France,75009,Camille,Bernard,"4, Rue Milton",Paris,,France,75009,"+33 01 49 70 65 65",,camille.bernard@yahoo.fr
"Tradição","Adalto Magalha/Lourenco",269165,9114880,0.99,Latin,"MPEG audio file","Sambas De Enredo 2001","Various Artists",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Império Serrano","Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao",334942,11161196,0.99,Latin,"MPEG audio file","Sambas De Enredo 2001","Various Artists",,,,,,,,,,,,,,,,,,,
Tuiuti,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",259657,8749492,0.99,Latin,"MPEG audio file","Sambas De Enredo 2001","Various Artists",,,,,,,,,,,,,,,,,,,
"(Da Le) Yaleo",Santana,353488,11769507,0.99,Rock,"MPEG audio file",Supernatural,Santana,,,,,,,,,,,,,,,,,,,
"Love Of My Life","Carlos Santana & Dave Matthews",347820,11634337,0.99,Rock,"MPEG audio file",Supernatural,Santana,1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
"Put Your Lights On","E. Shrody",285178,9394769,0.99,Rock,"MPEG audio file",Supernatural,Santana,1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Africa Bamba","I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",282827,9492487,0.99,Rock,"MPEG audio file",Supernatural,Santana,,,,,,,,,,,,,,,,,,,
Smooth,"M. Itaal Shur & Rob Thomas",298161,9867455,0.99,Rock,"MPEG audio file",Supernatural,Santana,,,,,,,,,,,,,,,,,,,
"Do You Like The Way","L. Hill",354899,11741062,0.99,Rock,"MPEG audio file",Supernatural,Santana,1,0.99,334,"2013-01-07 00:00:00","4, Rue Milton",Paris,,France,75009,Camille,Bernard,"4, Rue Milton",Paris,,France,75009,"+33 01 49 70 65 65",,camille.bernard@yahoo.fr
"Maria Maria","W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,0.99,Rock,"MPEG audio file",Supernatural,Santana,1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
Migra,"R. Taha, Carlos Santana & T. Lindsay",329064,10963305,0.99,Rock,"MPEG audio file",Supernatural,Santana,,,,,,,,,,,,,,,,,,,
"Corazon Espinado","F. Olivera",276114,9206802,0.99,Rock,"MPEG audio file",Supernatural,Santana,,,,,,,,,,,,,,,,,,,
"Wishing It Was","Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",292832,9771348,0.99,Rock,"MPEG audio file",Supernatural,Santana,,,,,,,,,,,,,,,,,,,
"El Farol","Carlos Santana & KC Porter",291160,9599353,0.99,Rock,"MPEG audio file",Supernatural,Santana,1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
Primavera,"KC Porter & JB Eckl",378618,12504234,0.99,Rock,"MPEG audio file",Supernatural,Santana,1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"The Calling","Carlos Santana & C. Thompson",747755,24703884,0.99,Rock,"MPEG audio file",Supernatural,Santana,,,,,,,,,,,,,,,,,,,
"Solução",,247431,8100449,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
Manuel,,230269,7677671,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",1,0.99,334,"2013-01-07 00:00:00","4, Rue Milton",Paris,,France,75009,Camille,Bernard,"4, Rue Milton",Paris,,France,75009,"+33 01 49 70 65 65",,camille.bernard@yahoo.fr
"Entre E Ouça",,286302,9391004,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Um Contrato Com Deus",,202501,6636465,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
"Um Jantar Pra Dois",,244009,8021589,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
"Vamos Dançar",,226194,7617432,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
"Um Love",,181603,6095524,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
"Seis Da Tarde",,238445,7935898,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Baixo Rio",,198008,6521676,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
"Sombras Do Meu Destino",,280685,9161539,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
"Do You Have Other Loves?",,295235,9604273,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",1,0.99,334,"2013-01-07 00:00:00","4, Rue Milton",Paris,,France,75009,Camille,Bernard,"4, Rue Milton",Paris,,France,75009,"+33 01 49 70 65 65",,camille.bernard@yahoo.fr
"Agora Que O Dia Acordou",,323213,10572752,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Já!!!",,217782,7103608,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
"A Rua",,238027,7930264,0.99,Latin,"MPEG audio file","The Best of Ed Motta","Ed Motta",,,,,,,,,,,,,,,,,,,
"Now's The Time","Miles Davis",197459,6358868,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",,,,,,,,,,,,,,,,,,,
Jeru,"Miles Davis",193410,6222536,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
Compulsion,"Miles Davis",345025,11254474,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Tempus Fugit","Miles Davis",231784,7548434,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",,,,,,,,,,,,,,,,,,,
"Walkin'","Miles Davis",807392,26411634,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",,,,,,,,,,,,,,,,,,,
"'Round Midnight","Miles Davis",357459,11590284,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",1,0.99,334,"2013-01-07 00:00:00","4, Rue Milton",Paris,,France,75009,Camille,Bernard,"4, Rue Milton",Paris,,France,75009,"+33 01 49 70 65 65",,camille.bernard@yahoo.fr
"Bye Bye Blackbird","Miles Davis",476003,15549224,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"New Rhumba","Miles Davis",277968,9018024,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",,,,,,,,,,,,,,,,,,,
Generique,"Miles Davis",168777,5437017,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",,,,,,,,,,,,,,,,,,,
Summertime,"Miles Davis",200437,6461370,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",,,,,,,,,,,,,,,,,,,
"So What","Miles Davis",564009,18360449,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
"The Pan Piper","Miles Davis",233769,7593713,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Someday My Prince Will Come","Miles Davis",544078,17890773,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 1]","Miles Davis",,,,,,,,,,,,,,,,,,,
"My Funny Valentine (Live)","Miles Davis",907520,29416781,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",,,,,,,,,,,,,,,,,,,
E.S.P.,"Miles Davis",330684,11079866,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",1,0.99,334,"2013-01-07 00:00:00","4, Rue Milton",Paris,,France,75009,Camille,Bernard,"4, Rue Milton",Paris,,France,75009,"+33 01 49 70 65 65",,camille.bernard@yahoo.fr
Nefertiti,"Miles Davis",473495,15478450,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Petits Machins (Little Stuff)","Miles Davis",487392,16131272,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",,,,,,,,,,,,,,,,,,,
"Miles Runs The Voodoo Down","Miles Davis",843964,27967919,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",,,,,,,,,,,,,,,,,,,
"Little Church (Live)","Miles Davis",196101,6273225,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",,,,,,,,,,,,,,,,,,,
"Black Satin","Miles Davis",316682,10529483,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
"Jean Pierre (Live)","Miles Davis",243461,7955114,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Time After Time","Miles Davis",220734,7292197,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",,,,,,,,,,,,,,,,,,,
Portia,"Miles Davis",378775,12520126,0.99,Jazz,"MPEG audio file","The Essential Miles Davis [Disc 2]","Miles Davis",,,,,,,,,,,,,,,,,,,
"Space Truckin'",Blackmore/Gillan/Glover/Lord/Paice,1196094,39267613,0.99,Rock,"MPEG audio file","The Final Concerts (Disc 2)","Deep Purple",,,,,,,,,,,,,,,,,,,
"Going Down / Highway Star","Gillan/Glover/Lord/Nix - Blackmore/Paice",913658,29846063,0.99,Rock,"MPEG audio file","The Final Concerts (Disc 2)","Deep Purple",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Mistreated (Alternate Version)",Blackmore/Coverdale,854700,27775442,0.99,Rock,"MPEG audio file","The Final Concerts (Disc 2)","Deep Purple",,,,,,,,,,,,,,,,,,,
"You Fool No One (Alternate Version)",Blackmore/Coverdale/Lord/Paice,763924,24887209,0.99,Rock,"MPEG audio file","The Final Concerts (Disc 2)","Deep Purple",,,,,,,,,,,,,,,,,,,
"Jeepers Creepers",,185965,5991903,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"Blue Rythm Fantasy",,348212,11204006,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
"Blue Rythm Fantasy",,348212,11204006,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,335,"2013-01-15 00:00:00","113 Lupus St",London,,"United Kingdom","SW1V 3EN",Phil,Hughes,"113 Lupus St",London,,"United Kingdom","SW1V 3EN","+44 020 7976 5722",,phil.hughes@gmail.com
"Drum Boogie",,191555,6185636,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Drum Boogie",,191555,6185636,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,336,"2013-01-28 00:00:00","110 Raeburn Pl","Edinburgh ",,"United Kingdom","EH4 1HH",Steve,Murray,"110 Raeburn Pl","Edinburgh ",,"United Kingdom","EH4 1HH","+44 0131 315 3300",,steve.murray@yahoo.uk
"Let Me Off Uptown",,187637,6034685,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,336,"2013-01-28 00:00:00","110 Raeburn Pl","Edinburgh ",,"United Kingdom","EH4 1HH",Steve,Murray,"110 Raeburn Pl","Edinburgh ",,"United Kingdom","EH4 1HH","+44 0131 315 3300",,steve.murray@yahoo.uk
"Leave Us Leap",,182726,5898810,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"Opus No.1",,179800,5846041,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,337,"2013-01-28 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Boogie Blues",,204199,6603153,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"How High The Moon",,201430,6529487,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,337,"2013-01-28 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Disc Jockey Jump",,193149,6260820,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"Up An' Atom",,179565,5822645,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,338,"2013-01-29 00:00:00","12,Community Centre",Delhi,,India,110017,Manoj,Pareek,"12,Community Centre",Delhi,,India,110017,"+91 0124 39883988",,manoj.pareek@rediff.com
"Bop Boogie",,189596,6093124,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,229,"2011-09-30 00:00:00","3,Raj Bhavan Road",Bangalore,,India,560001,Puja,Srivastava,"3,Raj Bhavan Road",Bangalore,,India,560001,"+91 080 22289999",,puja_srivastava@yahoo.in
"Lemon Drop",,194089,6287531,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Lemon Drop",,194089,6287531,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,338,"2013-01-29 00:00:00","12,Community Centre",Delhi,,India,110017,Manoj,Pareek,"12,Community Centre",Delhi,,India,110017,"+91 0124 39883988",,manoj.pareek@rediff.com
"Coronation Drop",,176222,5899898,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
Overtime,,163030,5432236,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,338,"2013-01-29 00:00:00","12,Community Centre",Delhi,,India,110017,Manoj,Pareek,"12,Community Centre",Delhi,,India,110017,"+91 0124 39883988",,manoj.pareek@rediff.com
Imagination,,289306,9444385,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"Don't Take Your Love From Me",,282331,9244238,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Don't Take Your Love From Me",,282331,9244238,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,338,"2013-01-29 00:00:00","12,Community Centre",Delhi,,India,110017,Manoj,Pareek,"12,Community Centre",Delhi,,India,110017,"+91 0124 39883988",,manoj.pareek@rediff.com
Midget,,217025,7257663,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"I'm Coming Virginia",,280163,9209827,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"Payin' Them Dues Blues",,198556,6536918,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"Jungle Drums",,199627,6546063,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,339,"2013-01-30 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
Showcase,,201560,6697510,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Swedish Schnapps",,191268,6359750,0.99,Jazz,"MPEG audio file","Up An' Atom","Gene Krupa",,,,,,,,,,,,,,,,,,,
"Samba Da Bênção",,409965,13490008,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",,,,,,,,,,,,,,,,,,,
"Pot-Pourri N.º 4",,392437,13125975,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,339,"2013-01-30 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"Onde Anda Você",,168437,5550356,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Onde Anda Você",,168437,5550356,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,230,"2011-10-08 00:00:00","8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7",Mark,Philips,"8210 111 ST NW",Edmonton,AB,Canada,"T6G 2C7","+1 (780) 434-4554","+1 (780) 434-5565",mphilips12@shaw.ca
"Samba Da Volta",,170631,5676090,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,231,"2011-10-21 00:00:00","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8",Jennifer,Peterson,"700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca
"Canto De Ossanha",,204956,6771624,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,231,"2011-10-21 00:00:00","700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8",Jennifer,Peterson,"700 W Pender Street",Vancouver,BC,Canada,"V6C 1G8","+1 (604) 688-2255","+1 (604) 688-8756",jenniferp@rogers.ca
"Pot-Pourri N.º 5",,219898,7117769,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,339,"2013-01-30 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
Formosa,,137482,4560873,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,232,"2011-10-21 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Como É Duro Trabalhar",,226168,7541177,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
"Minha Namorada",,244297,7927967,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,232,"2011-10-21 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Por Que Será",,162142,5371483,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,339,"2013-01-30 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
Berimbau,,190667,6335548,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,233,"2011-10-22 00:00:00","1 Infinite Loop",Cupertino,CA,USA,95014,Tim,Goyer,"1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com
Deixa,,179826,5932799,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,124,"2010-06-22 00:00:00","541 Del Medio Avenue","Mountain View",CA,USA,94040-111,Dan,Miller,"541 Del Medio Avenue","Mountain View",CA,USA,94040-111,"+1 (650) 644-3358",,dmiller@comcast.com
"Pot-Pourri N.º 2",,211748,6878359,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,233,"2011-10-22 00:00:00","1 Infinite Loop",Cupertino,CA,USA,95014,Tim,Goyer,"1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com
"Samba Em Prelúdio",,212636,6923473,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,339,"2013-01-30 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"Carta Ao Tom 74",,162560,5382354,0.99,"Bossa Nova","MPEG audio file","Vinícius De Moraes - Sem Limite","Toquinho & Vinícius",1,0.99,233,"2011-10-22 00:00:00","1 Infinite Loop",Cupertino,CA,USA,95014,Tim,Goyer,"1 Infinite Loop",Cupertino,CA,USA,95014,"+1 (408) 996-1010","+1 (408) 996-1011",tgoyer@apple.com
"Linha de Passe (João Bosco)",,230948,7902328,0.99,Latin,"MPEG audio file","Vozes do MPB","Various Artists",,,,,,,,,,,,,,,,,,,
"Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)",,163970,5399626,0.99,Latin,"MPEG audio file","Vozes do MPB","Various Artists",1,0.99,19,"2009-03-14 00:00:00","8, Rue Hanovre",Paris,,France,75002,Dominique,Lefebvre,"8, Rue Hanovre",Paris,,France,75002,"+33 01 47 42 71 71",,dominiquelefebvre@gmail.com
